ip_change,ua_change,avg_time_gap,actions_per_min,session_duration,unique_pages,geo_distance,time_of_day,label
0,0,11.50714306409916,14,73.4768250204577,7,0.0,0,0
0,0,2.580836121681995,11,40.02814583542664,5,0.0,0,0
1,1,0.8659541126403374,77,2.0031150633640573,1,894.5480915038522,1,1
0,0,2.0706630521971743,12,36.84218551485314,5,0.0,0,0
0,0,11.737555188414591,17,21.79548258996156,8,0.0,0,0
0,0,7.924145688620425,6,79.49553050522404,9,0.0,0,0
0,0,11.488855372533333,15,57.24661633841545,4,0.0,0,0
0,0,8.842330265121568,15,24.15286761335841,7,0.0,0,0
0,0,5.910606075732408,5,64.68917132654865,4,0.0,0,0
0,0,7.677003278199915,16,87.7188470823419,4,0.0,0,0
0,0,11.266588657937941,11,57.783298080404954,6,0.0,0,0
0,0,5.88677289689482,5,55.476909929180984,4,0.0,1,0
0,0,4.759991820225434,16,75.16477355655297,3,0.0,0,0
0,0,5.948815181755697,11,15.41415878427018,5,0.0,0,0
0,0,9.901755405312056,14,20.553348880056777,9,0.0,0,0
1,1,0.8800308622318396,51,3.3235920994105967,1,244.49084520021654,1,1
0,0,9.29606178338064,11,35.60413447425481,5,0.0,0,0
0,0,9.13244787222995,4,69.1297140873655,9,0.0,0,0
0,0,7.227328293819941,13,16.90643450580714,7,0.0,0,0
1,1,0.5802961785456895,71,4.78206434570451,1,297.53201808411296,1,1
0,0,4.030612247347694,16,20.773493237159474,5,0.0,0,0
1,1,0.6994832385070346,45,3.826138281931641,1,352.9083060517835,1,1
1,1,0.4594760168042192,67,3.4251913523078996,1,834.7799090820279,0,1
0,0,2.005203769953158,16,79.55479374422576,9,0.0,0,0
0,0,6.848299713589832,4,23.98990255002621,6,0.0,0,0
0,0,4.187642195730702,11,67.72642191713834,3,0.0,0,0
0,0,4.468760628386012,10,52.29363794192891,3,0.0,0,0
1,1,0.413424811420228,41,4.010716092915446,1,236.03512587499256,0,1
1,1,0.39164951253357794,41,4.1237383332685456,1,513.4482152011642,1,1
0,0,2.8085332633271527,11,32.822815799429975,9,0.0,0,0
0,0,11.83423140894843,9,55.18310130560688,3,0.0,0,0
0,0,8.958128067908818,6,59.31697073911813,5,0.0,0,0
0,0,10.095010461397154,7,63.38795928070874,6,0.0,1,0
0,0,7.177513505274801,11,25.314070810949495,6,0.0,0,0
0,0,7.414479738275658,13,34.345622078636666,6,0.0,0,0
1,1,0.6133087130168114,41,5.985014799031697,1,875.7935459021555,1,1
1,1,0.3509656866731035,74,4.801431319891085,1,792.6627995668141,1,1
0,0,10.877700987609598,7,21.31049737462866,6,0.0,1,0
0,0,2.0919705161662963,17,85.51000818433339,3,0.0,0,0
0,0,7.487337893665861,9,48.63181072396855,7,0.0,0,0
0,0,4.372490874968001,8,28.411703191599663,9,0.0,0,0
0,0,7.425402305548993,14,42.57868522945751,9,0.0,0,0
0,0,11.78892858275009,6,81.9034916382835,5,0.0,0,0
0,0,8.451033620305648,4,29.643224084853337,7,0.0,0,0
0,0,9.68554014306309,4,89.59128830980058,8,0.0,1,0
1,1,0.49612696020435554,76,5.713274250350901,1,499.72890382212,1,1
1,1,0.882407564373888,60,2.763644124601384,1,387.9323998231098,1,1
0,0,5.946914668094722,9,67.20223475062298,8,0.0,0,0
0,0,11.900538501042632,5,34.062273680230405,4,0.0,1,0
0,0,8.97015740995268,14,68.1683247682589,9,0.0,0,0
1,1,0.8480907157433446,64,4.446054843462722,1,257.11592628016825,0,1
0,0,3.942739535120422,11,67.64751579432775,8,0.0,1,0
0,0,5.75582952639944,5,47.88555922635652,9,0.0,0,0
0,0,7.426446347075766,16,77.92001265520224,4,0.0,0,0
0,0,10.226005606596583,9,55.28118203974916,7,0.0,0,0
1,1,0.3726568219974746,44,3.829060646454914,1,789.416152508387,0,1
0,0,8.99512210767194,11,69.45685002919961,7,0.0,1,0
0,0,2.410675167678758,11,35.31241884465557,6,0.0,0,0
0,0,3.8433367433137002,17,77.69850903841544,3,0.0,0,0
0,0,11.152137276264805,5,32.984051936805244,8,0.0,0,0
0,0,4.799338969459429,16,70.34226875218263,9,0.0,0,0
0,0,2.4771612769164877,13,41.697950898844624,7,0.0,0,0
0,0,2.9179906581344186,4,38.35599820434706,8,0.0,0,0
0,0,2.978341606510015,8,50.510382808542424,3,0.0,0,0
0,0,2.4805892419703373,9,62.63202381507328,4,0.0,0,0
0,0,11.33436308079483,4,55.45330863000469,7,0.0,0,0
0,0,8.424192782063155,4,80.03992001662529,5,0.0,0,0
0,0,7.733670416719333,4,49.368966786863744,5,0.0,0,0
0,0,10.204268437712681,11,82.90129814670478,6,0.0,0,0
0,0,5.772590832279759,16,22.08322205669463,5,0.0,0,0
0,0,5.853966209655651,13,16.74539518018694,4,0.0,0,0
0,0,8.928903586919393,5,62.170713508491296,7,0.0,0,0
0,0,11.675805515202475,7,28.30796578347921,3,0.0,0,0
0,0,9.316477552996403,7,42.901356434458734,9,0.0,0,0
1,1,0.6494933537150189,51,3.7159761095000734,1,725.6097474540481,1,1
0,0,11.025529066795666,17,52.24208930123083,3,0.0,0,0
1,1,0.5113613429873305,51,5.834165987532794,1,793.0002008669128,1,1
1,1,0.7414159235394426,58,3.97210263108722,1,258.29908783668174,0,1
0,0,7.537030523458007,8,71.428089707826,9,0.0,0,0
0,0,11.309291056872926,13,19.31690700124832,9,0.0,0,0
0,0,7.45915770164989,14,23.78002623207044,6,0.0,0,0
1,1,0.8934949642486731,77,2.3364272244599897,1,690.6783920213841,0,1
1,1,0.764993781725197,44,4.053304674769572,1,363.2596506971695,1,1
1,1,0.9042879749107335,56,5.788994309535434,1,890.2007446760097,1,1
